paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20230224_RW10265_tbx.8_die.1_L4	X20230224_RW10265_tbx.8_die.1_L3	X20230224_RW10265_tbx.8_die.1_L1	X20230223_JIM188_tbx.9_die.1_L4	X20230222_JIM188_tbx.9_die.1_L1
MSpaaaaa 0.0686	-4	3		1	8	-3	4	3	0	3	-3	-3	-3	4	13	-3	-1	-4	0	-2	-5	-8	2	3	26	7	22
MSpaaaaaa NA																											
MSpaaaaap NA																											
MSpaaaap 0.0199	-1	-2	-1	-2	2	1	3	-2	1	-4	-2	7	-3	3	-3	0	-1	6	2	2	-1	-4	1	8	4	7	2
MSpaaaapa NA																											
MSpaaaapp NA																											
MSpaaap 0.0032	-3	0	-2	-1	0	2	1	0	0	1	0	2	-1	0	1	1	-1	2	0	0	-1	0	-1	-2	-2	-3	-4
MSpaaapa 0.0024	4	4	-3	-3	-6	0	1	2	0	-4	-3	3	3	4	7	-1	-1	-7	2	0	0	-2	23	8	19	13	17
MSpaaapaa NA																											
MSpaaapap NA																											
MSpaaapp 0.002	1	0	-1	-2	-3	1	1	-1	0	1	-2	4	1	3	0	3	-3	3	3	-1	-1	-4	8	6	9	12	4
MSpaaappa NA																											
MSpaaappp NA																											
MSpaap 1e-04	2	2	0	-3	-1	-1	-5	0	-1	0	1	0	-1	0	-1	2	4	1	0	2	-1	2	-4	-3	-6	-6	-6
MSpaapa 0.0094	-1	0	-1	-1	-1	0	2	-1	0	3	-3	0	-2	1	3	-1	-1	0	1	-1	3	-1	-1	-3	-3	-1	-4
MSpaapaa 0.0139	0	3	-3	8	2	-4	-9	-1	-5	-6	-5	-1	0	12	-3	-1	3	13	-3	7	0	-7	19	3	29	17	15
MSpaapaaa NA																											
MSpaapaap NA																											
MSpaapap 0.0056	4	-2	-1	0	2	-3	1	-2	-2	-1	-2	2	1	4	0	-2	2	4	1	0	1	-7	13	5	9	4	8
MSpaapapa NA																											
MSpaapapp NA																											
MSpaapp NA																											
MSpap 0.0072	1	-1	-1	-2	1	-2	1	0	0	-1	0	1	-2	-1	1	1	-1	1	1	0	0	2	-3	-2	-5	-5	-2
MSpapa 3e-04	1	-1	0	0	0	-1	0	0	-1	1	0	-2	1	0	0	-1	3	0	-1	-1	2	0	-4	-2	-4	-3	-4
MSpapaa 0.6664	-2	-1	-3	-2	-1	0	4	3	1	0	1	1	0	-1	-1	0	2	0	-2	0	0	0	-2	3	3	0	-1
MSpapaaa 0.0903	-1	-1	0	-2	1	0	4	-3	2	4	-7	1	-1	2	3	0	0	2	-4	1	1	-3	11	3	7	6	-2
MSpapaaaa NA																											
MSpapaaap NA																											
MSpapaap 0.1119	-1	-1	0	1	3	0	1	0	0	-1	1	2	-2	1	3	-1	1	0	-3	0	-2	-1	4	6	7	4	-3
MSpapaapa 0.5434																			-5		8	-2		1			-12
MSpapaapaa NA																											
MSpapaapap NA																											
MSpapaapp NA																											
MSpapap 0.0993	-1	0	-2	-4	0	0	0	-1	-2	3	-2	1	0	2	-2	2	0	-3	3	0	3	2	-4	1	-2	-1	-5
MSpapapa 0.1685	-3	-3		16			-19	-1			-2				4	0			3	11	-6	-1	27	-8	16	1	18
MSpapapaa NA																											
MSpapapap NA																											
MSpapapp 0.0041	-1	-1	-3	-3	0	0	5	0	-1	6	-2	-1	-4	7	-5	0	2	0	1	2	-4	1	10	4	7	3	7
MSpapappa NA																											
MSpapappp NA																											
MSpapp 0.5285	1	0	-5	-3	-1	-1	2	-1	-3	4	1	2	0	1	-1	0	-1	0	3	0	-1	2	-1	2	-5	1	-2
MSpappa 0.0256	1	0	3	-2	1	6	1	1	1	-8	-3	-5	1	-2	9	2	-2	5	-9	0	6	-4	47	9	26	12	21
MSpappaa NA																											
MSpappap NA																											
MSpappapa NA																											
MSpappapp NA																											
MSpappp 5e-04	-2	0	-11	3	1	8	4	-7	1	-2	6	3	-5	-1	0	-4	10	2	-3	2	3	-7	9	8	15	9	15
MSpapppa 0.3489		-2		3				0							1	1			1	2	-6	-1		7		-3	19
MSpapppaa NA																											
MSpapppap NA																											
MSpapppp NA				-2											2				4	5	-9	-1		-4			
MSpappppa NA																											
MSpappppp NA																											
MSpp 9e-04	1	0	0	2	3	-2	0	0	-1	-2	0	-1	-1	0	0	1	1	1	-1	-3	-1	1	-3	-3	-4	-6	-3
MSppa 0.0457	2	-1	0	-1	0	2	1	0	-1	-2	0	0	0	-1	-1	1	0	0	1	0	0	2	-3	0	-5	-5	-2
MSppaa 0	1	1	-3	0	3	-2	-1	1	-1	0	-2	0	0	-1	1	-1	1	2	0	-1	-1	1	-4	-4	-4	-4	-3
MSppaaa 7e-04	2	1	-1	-1	0	3	-2	0	-1	1	-1	3	1	-1	1	-3	-1	2	0	-2	-1	0	-2	-1	-1	-2	-2
MSppaaaa 0.8536				-1											12				0	2	-3	-10	0	-1		-7	12
MSppaaaad NA																											
MSppaaaav NA																											
MSppaaap NA																											
MSppaap 0.3847	-2	0	-2	1	-4	10	-7	0	7	-2	-4	-1	4	-1	-1	-4	-1	-5	6	2	0	5	4	-7	4	-9	-7
MSppaapa NA																											
MSppaapp NA																											
MSppap 0.0033	-1	1	-2	-2	4	-1	0	0	-1	0	0	0	0	0	2	0	0	1	0	-3	1	1	-4	-3	-7	-3	-5
MSppapa 0	2	-1	0	-3	4	3	-2	1	-2	-1	-4	2	-1	1	3	1	0	1	-1	-2	-1	0	-5	-5	-4	-3	-4
MSppapaa NA																											
MSppapaaa NA																											
MSppapaap NA																											
MSppapap NA																											
MSppapp 0.9543	-2	-5	-2	-4	5	2	1	-2	-1	-1	-5	5	-2	0	-1	1	0	5	2	1	-1	2	9	-4	-4	1	-2
MSppappa NA																											
MSppappp NA																											
MSppp 0.0358	-1	-3	0	0	1	1	2	0	0	-1	-1	1	1	0	-1	0	-1	1	0	1	-2	1	-4	0	-7	-5	-2
MSpppa 0	-1	-3	-3	-1	-1	-1	-4	1	-1	-1	-1	1	2	-2	6	-1	4	1	0	-2	2	4	-4	-3	-3	-5	-5
MSpppaa 0.1645	-2	-4	-6	0	2	4	7	3	-2	-2	-3	0	0	-1	7	1	0	2	2	-5	-3	1	-2	1	3	9	8
MSpppaaa NA																											
MSpppaap NA																											
MSpppap 0.0413	7	0	-2	-1	4	7	6	0	-3	1	-2	6	-2	-1	-5	-1	0	-2	1	-3	-7	-1	8	-1	3	5	5
MSpppapa NA																											
MSpppapp NA																											
MSpppp 5e-04	-1	-3	-3	-8	2	4	-3	1	-4	-4	3	3	4	-2	4	-2	3	-1	2	-2	1	5	-4	-7	-7	-11	-7
MSppppa 0.0135	2	-1	-3	2	4	2	0	-5	1	-4	-2	1	-1	2	-3	0	0	4	1	0	-1	-1	7	7	12	17	24
MSppppaa NA																											
MSppppap NA																											
MSppppp 0.054	2	-4	-5	-3	3	3	6	-3	4	1	-6	-1	6	1	0	0	1	0	-1	0	-1	-1	3	9	9	7	28
MSpppppa NA																											
MSpppppp NA																											
P0 NA																											
P1 NA																											
P2 NA						0							1	-1	-1		1		1								
P3 0.0187	3	2	0		-1	2	2	1	-1	-5	-1	-1	1	-1	-1	-2	1	0	1	0	-1	0	-7	-3	-7	-4	-1
P4 0.0068	13	15	0	0	0	2	7	3	2	0	-1	-2	-1	-3	-5	-7	2	0	-8	-5	-5	-7	-7		-9	-7	-3
Z2 NA																											
Z3 NA																											
ABplaappppa NA																											
ABplaappppp NA																											
MSpppappa NA																											
MSpppappp NA																											
P NA																											
