"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"MSap",NA,85,1747,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MSapa",NA,116,4571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaa",NA,149,6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaaa",NA,189,10174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaaaa",NA,239,10174,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapaaaad","GLRL",400,10174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSapaaaav","GLRVL",400,10174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSapaaap","mu_bod",239,10174,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"MSapaap",NA,189,8719,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"MSapaapa","death",261,8719,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapaapp","M",261,8719,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapap",NA,149,7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSapapa",NA,189,8493,0,0,0,0,0,0,0,0,0,0,NA,1,NA,0,0
"MSapapaa",NA,239,8493,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"MSapapaaa","ccAL",400,8493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSapapaap","ccPL",400,8493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSapapap","mu_bod",239,8493,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA
"MSapapp",NA,189,10517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSapappa","mu_bod",249,10517,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapappp","mu_bod",249,10517,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"MSapp",NA,116,3018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSappa",NA,150,4807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSappaa",NA,196,4989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSappaaa","hmc",263,4989,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSappaap","Z4",263,4989,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA
"MSappap",NA,196,4807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSappapa","death",273,4807,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSappapp","mu_bod",273,4807,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"MSappp",NA,150,8868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSapppa",NA,200,9218,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSapppaa","mu_bod",260,9218,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSapppap","mu_bod",260,9218,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"MSapppp",NA,200,9820,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSappppa","mu_bod",265,9820,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"MSappppp","mu_bod",265,9820,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"MSp",NA,62,1485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSpa",NA,85,1485,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"MSpaa",NA,113,1686,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaa",NA,146,4518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSpaaaa",NA,180,6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaaaa",NA,222,6927,0,0,1,0,1,0,0,0,0,0,0,0,NA,1,0
"MSpaaaaaa","M4",320,6927,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"MSpaaaaap","death",320,6927,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpaaaap",NA,222,7809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaaapa","m3DR",278,7809,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"MSpaaaapp","m4DR",278,7809,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpaaap",NA,180,7225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaapa",NA,225,7225,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"MSpaaapaa","I6",311,7225,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpaaapap","M5",311,7225,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"MSpaaapp",NA,225,7225,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"MSpaaappa","m5DR",281,7225,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpaaappp","m6D",281,7225,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"MSpaap",NA,146,2443,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"MSpaapa",NA,187,7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaapaa",NA,231,7404,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaapaaa","M1",319,7404,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpaapaap","death",319,7404,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpaapap",NA,231,10259,1,0,1,0,1,0,0,0,0,0,0,NA,NA,1,NA
"MSpaapapa","mc3DR",291,10259,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpaapapp","vpi1",291,10259,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"MSpaapp","death",187,2443,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpap",NA,113,1485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSpapa",NA,146,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaa",NA,180,3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaaa",NA,222,3455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaaaa","m4VR",283,3455,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"MSpapaaap","m5VR",283,3455,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA
"MSpapaap",NA,222,3524,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaapa",NA,277,3524,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA
"MSpapaapaa","g1AR",400,3524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpapaapap","death",400,3524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpapaapp","m7VR",277,3524,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"MSpapap",NA,180,1491,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"MSpapapa",NA,231,1937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapapaa","g2R",343,1937,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"MSpapapap","death",343,1937,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"MSpapapp",NA,231,1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapappa","m6VR",295,1972,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"MSpapappp","vpi2DR",295,1972,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"MSpapp",NA,146,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpappa",NA,189,1552,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"MSpappaa","mu_bod",279,1552,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"MSpappap","mu_bod",279,1552,NA,NA,NA,1,NA,1,1,0,0,1,NA,NA,NA,NA,NA
"MSpappapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpappapp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpappp",NA,189,2713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapppa",NA,263,2713,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MSpapppaa","mu_bod",348,2713,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA
"MSpapppap","mu_bod",348,2713,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA
"MSpapppp",NA,263,2713,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpappppa","mu_bod",400,2713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpappppp","mu_bod",400,2713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpp",NA,85,1485,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"MSppa",NA,116,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSppaa",NA,150,7181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSppaaa",NA,190,8035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MSppaaaa",NA,238,8035,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppaaaad","GLRR",400,8035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSppaaaav","GLRVR",400,8035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSppaaap","mu_bod",238,8035,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppaap",NA,190,7181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MSppaapa","death",263,7181,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppaapp","mu_int_R",263,7181,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"MSppap",NA,150,6666,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"MSppapa",NA,189,8036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSppapaa",NA,238,8036,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppapaaa","ccAR",400,8036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSppapaap","ccPR",400,8036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSppapap","mu_bod",238,8036,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppapp",NA,189,9725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSppappa","mu_bod",248,9725,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA
"MSppappp","mu_bod",248,9725,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"MSppp",NA,116,1485,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"MSpppa",NA,150,3741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppaa",NA,194,5657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppaaa","death",261,5657,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpppaap","Z1",261,5657,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSpppap",NA,194,3741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppapa","death",268,3741,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA
"MSpppapp","mu_bod",268,3741,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA
"MSpppp",NA,150,5311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MSppppa",NA,200,10140,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"MSppppaa","mu_bod",261,10140,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"MSppppap","mu_bod",261,10140,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"MSppppp",NA,200,9166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MSpppppa","mu_bod",266,9166,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"MSpppppp","mu_bod",266,9166,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"P0",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1",NA,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"P2",NA,23,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P3",NA,49,4405,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"P4",NA,75,4405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z2","Z2",142,4405,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA
"Z3","Z3",142,4405,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA
"ABplaappppa",NA,NA,22215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaappppp",NA,NA,22215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpppappa",NA,NA,3741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSpppappp",NA,NA,3741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
