paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20110316_mir.1_L3.1	X20110316_mir.1_L2.1	X20110203_RW10890_pal.1_L4.1	X20110125_RW10890_pal.1_L3.1	X20110125_RW10890_pal.1_L4.1	X20101213_RW10889_pal.1_L2.1	X20101213_RW10889_pal.1_L3.1	X20110209_UP2051_mls.2_L1.1	X20110209_UP2051_mls.2_L2.1	X20110209_UP2051_mls.2_L3.1	X20110225_NX68_L3.1	X20110408_RW10425_pha.4_L2.1	X20110927_RW11144_L4.1	X20110929_ceh.43_L1.1	X20110726_RW10713_L1.1	X20110731_RW10434_L1.1	X20111116_RW10226_L4.1	X20110916_ceh.36_L1.1	X20120426_JIM122_L2.1	X20120612_JIM127_L4.1	X20120331_RW10871_L4.1	X20120807_mir.57_L4.1
Cppapp 1	4	-4		2		0			-5		0	-3	9		10	7			-8	-4	-4	-4	4	-4		2		0			-5		0	-3	9		10	7			-8	-4	-4	-4
Cppappa NA																																												
Cppappp NA																																												
Cppp 1	1	2	-1	-1	-1	3	-4	-2	0	1	0	1	1	-2	1	0	-1	-2	2	-2	1	3	1	2	-1	-1	-1	3	-4	-2	0	1	0	1	1	-2	1	0	-1	-2	2	-2	1	3
Cpppa 1	-1	-3	-2	-1	1	0	4	-1	-1	5	0	1	-4	-1	1	1	-3	0	2	1	-2	2	-1	-3	-2	-1	1	0	4	-1	-1	5	0	1	-4	-1	1	1	-3	0	2	1	-2	2
Cpppaa 1	1	3	2	-2	3	-1	3	-1	-4	-2	-2	-4	-2	0	1	-2	0	4	2	2	-1	-1	1	3	2	-2	3	-1	3	-1	-4	-2	-2	-4	-2	0	1	-2	0	4	2	2	-1	-1
Cpppaaa NA																																												
Cpppaap NA																																												
Cpppap 1	4	-3	8	-8	-2	-6	-2	-3	-3	-7	0	-4	9	6	5	-1	-5	10	2	4	-6	1	4	-3	8	-8	-2	-6	-2	-3	-3	-7	0	-4	9	6	5	-1	-5	10	2	4	-6	1
Cpppapa NA																																												
Cpppapp NA																																												
Cpppp 1	1	-1	-3	-6	-2	-1	3	1	2	-1	1	2	-2	3	3	0	-2	-1	-1	1	-1	4	1	-1	-3	-6	-2	-1	3	1	2	-1	1	2	-2	3	3	0	-2	-1	-1	1	-1	4
Cppppa 1	5	8	0	-6	-8	0	6	-8	-2	-4	2	2	5	15	5	-13	4	-7	5	2	-5	-4	5	8	0	-6	-8	0	6	-8	-2	-4	2	2	5	15	5	-13	4	-7	5	2	-5	-4
Cppppaa NA																																												
Cppppap NA																																												
Cppppp 1	-12	5		-7	6	-1	-4	-10	-1		5	4	8		-2	-8	5	0	5	-1	0	7	-12	5		-7	6	-1	-4	-10	-1		5	4	8		-2	-8	5	0	5	-1	0	7
Cpppppd NA																																												
Cpppppv NA																																												
D 1	-1	3	7	3	2	-1	9	-1	0	0	6	2	0	-2	-3	-4	-3	-6	-2	-3	-1	-3	-1	3	7	3	2	-1	9	-1	0	0	6	2	0	-2	-3	-4	-3	-6	-2	-3	-1	-3
Da 1	4	-1	-1	5	6	-1	7	-2	0	0	-2	-4	-3	-1	-1	0	-1	4	-3	-4	-4	3	4	-1	-1	5	6	-1	7	-2	0	0	-2	-4	-3	-1	-1	0	-1	4	-3	-4	-4	3
Daa 1	3	1	3	-6	-1	3	5	2	-5	-2	6	-3	-6	2	0	3	-2	1	-3	-7	-2	9	3	1	3	-6	-1	3	5	2	-5	-2	6	-3	-6	2	0	3	-2	1	-3	-7	-2	9
Daaa 1	1	-4	5	-5	3	-1	-4	2	1	3	-2	4	1	4	-5	0	0	1	1	-1	-3	2	1	-4	5	-5	3	-1	-4	2	1	3	-2	4	1	4	-5	0	0	1	1	-1	-3	2
Daaaa NA																																												
Daaap NA																																												
Daap 1	-1	-2	2	-3	2	-3	-3	4	-2	3	-2	3	0	6	-3	-1	-1	3	5	-5	1	-2	-1	-2	2	-3	2	-3	-3	4	-2	3	-2	3	0	6	-3	-1	-1	3	5	-5	1	-2
Daapa NA																																												
Daapp NA																																												
Dap 1	1	0	0	-2	-2	2	7	1	-1	0	5	-2	-3	1	-1	0	0	-5	-1	-5	-1	7	1	0	0	-2	-2	2	7	1	-1	0	5	-2	-3	1	-1	0	0	-5	-1	-5	-1	7
Dapa 1	1	0	1	-6	-4	-3	-5	-1	0	2	1	1	1	8	4	9	-4	-5	-3	-4	5	0	1	0	1	-6	-4	-3	-5	-1	0	2	1	1	1	8	4	9	-4	-5	-3	-4	5	0
Dapaa NA																																												
Dapap NA																																												
Dapp 1	-1	-2	-2	-2	0	-6	-2	5	1	2	-4	0	2	6	3	4	0	0	1	-3	-1	1	-1	-2	-2	-2	0	-6	-2	5	1	2	-4	0	2	6	3	4	0	0	1	-3	-1	1
Dappa 1				-1		-3									-4				1	1	1	5				-1		-3									-4				1	1	1	5
Dappaa NA																																												
Dappap NA																																												
Dappp 1				-9		0									6				5	4	-5	-1				-9		0									6				5	4	-5	-1
Dapppa NA																																												
Dapppp NA																																												
Dp 1	7	-1	-3	5	4	-1	-4	0	-4	1	-1	-5	-2	2	-1	3	-2	4	-2	-4	1	1	7	-1	-3	5	4	-1	-4	0	-4	1	-1	-5	-2	2	-1	3	-2	4	-2	-4	1	1
Dpa 1	2	-2	3	1	-2	3	7	-1	-4	0	6	-4	0	-2	-3	-3	0	-2	1	-3	-1	2	2	-2	3	1	-2	3	7	-1	-4	0	6	-4	0	-2	-3	-3	0	-2	1	-3	-1	2
Dpaa 1	-2	-2	2	-1	-1	-4	-3	20	6	6	-4	1	-1	0	0	-3	3	1	-4	-6	-4	-4	-2	-2	2	-1	-1	-4	-3	20	6	6	-4	1	-1	0	0	-3	3	1	-4	-6	-4	-4
Dpaaa NA																																												
Dpaap NA																																												
Dpap 1	1	-4	9	6	-4	-1	-2	8	2	1	-9	11	-2	4	-2	-7	0	6	-7	-2	-7	-1	1	-4	9	6	-4	-1	-2	8	2	1	-9	11	-2	4	-2	-7	0	6	-7	-2	-7	-1
Dpapa NA																																												
Dpapp NA																																												
Dpp 1	2	-1	2	-1	-2	1	4	2	-2	2	3	-2	-1	-2	-1	-1	-3	-1	-2	-2	1	1	2	-1	2	-1	-2	1	4	2	-2	2	3	-2	-1	-2	-1	-1	-3	-1	-2	-2	1	1
Dppa 1	-1	-2	-2	0	-5	-2	1	6	10	0	-2	-5	-2	1	-2	6	2	0	-1	-3	3	-1	-1	-2	-2	0	-5	-2	1	6	10	0	-2	-5	-2	1	-2	6	2	0	-1	-3	3	-1
Dppaa NA																																												
Dppap NA																																												
Dppp 1	-3	-4	-2	-2	-2	2	1	2	2	-1	2	2	2	0	-5	5	3	4	-1	-3	1	-2	-3	-4	-2	-2	-2	2	1	2	2	-1	2	2	2	0	-5	5	3	4	-1	-3	1	-2
Dpppa 1		-2		-8		6									3				3	3	-10	6		-2		-8		6									3				3	3	-10	6
Dpppaa NA																																												
Dpppap NA																																												
Dpppp 1				6											3				2	-7	-5	1				6											3				2	-7	-5	1
Dppppa NA																																												
Dppppp NA																																												
E 1	4	-2	2		-2	1	2	0	-2	-7	-5	-4	3	1	0	1	2	3	2	0	1	0	4	-2	2		-2	1	2	0	-2	-7	-5	-4	3	1	0	1	2	3	2	0	1	0
EMS 1						1							0	0	0		0		0									1							0	0	0		0		0			
Ea 1	3	0	3	-3	2	-1	0	-2	-3	-4	7	-2	-4	0	0	2	1	1	-2	-4	3	2	3	0	3	-3	2	-1	0	-2	-3	-4	7	-2	-4	0	0	2	1	1	-2	-4	3	2
Eal 1	0	-1	-4	-1	0	-1	0	1	-2	-1	5	1	2	1	-2	2	-2	1	0	0	-1	1	0	-1	-4	-1	0	-1	0	1	-2	-1	5	1	2	1	-2	2	-2	1	0	0	-1	1
Eala 1	0	-3	0	-2	-2	-1	0	1	-2	-4	-2	-4	4	6	3	1	-4	2	2	3	0	1	0	-3	0	-2	-2	-1	0	1	-2	-4	-2	-4	4	6	3	1	-4	2	2	3	0	1
Ealaa 1				-10											3				1		1	5				-10											3				1		1	5
Ealaad NA																																												
Ealaav NA																																												
Ealap NA																																												
Ealapa NA																																												
Ealapp NA																																												
Ealp 1	-1	-6	1	-2	-4	0	-1	-5	3	-3	0	-1	1	3	6	5	-3	-1	5	10	-4	-3	-1	-6	1	-2	-4	0	-1	-5	3	-3	0	-1	1	3	6	5	-3	-1	5	10	-4	-3
Ealpa NA																																												
Ealpp NA																																												
Ealppa NA																																												
Ealppp NA																																												
Ear 1	1	1	-2	-2	-1	-3	1	2	-2	-3	4	0	4	-1	-1	1	-2	-1	0	2	3	-1	1	1	-2	-2	-1	-3	1	2	-2	-3	4	0	4	-1	-1	1	-2	-1	0	2	3	-1
Eara 1	-3	-3	0	-4	1	2	-4	3	1	0	3	-10	3	5	7	-2	-4	1	3	5	-4	0	-3	-3	0	-4	1	2	-4	3	1	0	3	-10	3	5	7	-2	-4	1	3	5	-4	0
Earaa 1				-4											9				-3		-4	2				-4											9				-3		-4	2
Earaad NA																																												
Earaav NA																																												
Earap NA																																												
Earapa NA																																												
Earapp NA																																												
Earp 1	-3	-3	0	-3	-1	5	-6	4	1	2	-2	-7	3	6	7	3	-7	0	1	3	-1	0	-3	-3	0	-3	-1	5	-6	4	1	2	-2	-7	3	6	7	3	-7	0	1	3	-1	0
Earpa NA																																												
Earpp NA																																												
Earppa NA																																												
Earppp NA																																												
Ep 1	4	0	3	-3	4	0	1	-2	-5	-1	5	0	1	-1	0	0	0	-1	-4	-4	3	0	4	0	3	-3	4	0	1	-2	-5	-1	5	0	1	-1	0	0	0	-1	-4	-4	3	0
Epl 1	3	3	1	-3	3	4	1	-3	-1	-2	0	2	1	2	-2	2	-3	-1	2	-2	-2	-3	3	3	1	-3	3	4	1	-3	-1	-2	0	2	1	2	-2	2	-3	-1	2	-2	-2	-3
Epla 1	-1	-5	-2	1	-2	-5	-4	2	7	-1	-1	-1	-2	6	3	5	-8	2	4	2	-3	2	-1	-5	-2	1	-2	-5	-4	2	7	-1	-1	-1	-2	6	3	5	-8	2	4	2	-3	2
Eplaa NA																																												
Eplaaa NA																																												
Eplaap NA																																												
Eplap NA																																												
Eplapa NA																																												
Eplapp NA																																												
Eplp 1	6	-5	-4	5	-2	-4	-4	5	1	-5	-1	-3	0	3	-2	2	-7	-2	2	9	1	5	6	-5	-4	5	-2	-4	-4	5	1	-5	-1	-3	0	3	-2	2	-7	-2	2	9	1	5
Eplpa NA																																												
Eplpaa NA																																												
Eplpap NA																																												
Eplpp 1				-10											11				3		-5	1				-10											11				3		-5	1
Eplppa NA																																												
Eplppaa NA																																												
Eplppap NA																																												
Eplppp NA																																												
Eplpppa NA																																												
Eplpppp NA																																												
Epr 1	4	-1	5	-2	3	4	9	0	-2	-2	-1	-1	-2	-3	-3	-1	-2	1	-2	-2	-3	1	4	-1	5	-2	3	4	9	0	-2	-2	-1	-1	-2	-3	-3	-1	-2	1	-2	-2	-3	1
Epra 1	-5	0	-4	-6	-1	-3	2	4	-2	-3	1	0	3	5	-4	3	-6	3	5	4	1	3	-5	0	-4	-6	-1	-3	2	4	-2	-3	1	0	3	5	-4	3	-6	3	5	4	1	3
Epraa NA																																												
Epraaa NA																																												
Epraap NA																																												
Eprap NA																																												
Eprapa NA																																												
Eprapp NA																																												
Eprp 1	1	-1	-4	0	6	-2	-7	3	-2	-3	1	-1	2	8	-4	2	-4	2	2	3	0	-1	1	-1	-4	0	6	-2	-7	3	-2	-3	1	-1	2	8	-4	2	-4	2	2	3	0	-1
Eprpa NA																																												
Eprpaa NA																																												
Eprpap NA																																												
Eprpp 1				-9											3				6		-2	0				-9											3				6		-2	0
Eprppa NA																																												
Eprppaa NA																																												
Eprppap NA																																												
Eprppp NA																																												
Eprpppa NA																																												
Eprpppp NA																																												
MS 1	3	-3	3		-2	1	2	0	-2	-7	-3	-2	2	1	2	1	2	1	2	1	1	-1	3	-3	3		-2	1	2	0	-2	-7	-3	-2	2	1	2	1	2	1	2	1	1	-1
MSa 1	2	-1	1	-2	3	-1	1	1	0	1	-1	-1	0	-1	-3	0	-1	1	-1	-1	1	0	2	-1	1	-2	3	-1	1	1	0	1	-1	-1	0	-1	-3	0	-1	1	-1	-1	1	0
MSaa 1	2	1	-2	-1	2	-1	1	1	-2	-2	2	-2	0	0	-2	0	2	1	1	-2	0	2	2	1	-2	-1	2	-1	1	1	-2	-2	2	-2	0	0	-2	0	2	1	1	-2	0	2
MSaaa 1	0	-2	-1	0	3	-1	0	0	1	0	0	0	0	-2	1	1	-1	1	-1	-1	1	0	0	-2	-1	0	3	-1	0	0	1	0	0	0	0	-2	1	1	-1	1	-1	-1	1	0
MSaaaa 1	1	1	0	0	0	-2	0	0	1	0	0	1	0	-1	1	0	2	1	0	-1	-1	-1	1	1	0	0	0	-2	0	0	1	0	0	1	0	-1	1	0	2	1	0	-1	-1	-1
MSaaaaa 1	-2	1	-1	-2	-1	1	-1	1	1	0	-1	3	0	-1	0	0	2	0	-1	0	2	-1	-2	1	-1	-2	-1	1	-1	1	1	0	-1	3	0	-1	0	0	2	0	-1	0	2	-1
MSaaaaaa 1				-13											9				2	0	2	0				-13											9				2	0	2	0
MSaaaaaal NA																																												
MSaaaaaar NA																																												
MSaaaaap 1	-2	2	0	-1	0	2	-1	3	0	0	-1	1	-1	6	-1	-1	-2	-1	0	-1	-2	-1	-2	2	0	-1	0	2	-1	3	0	0	-1	1	-1	6	-1	-1	-2	-1	0	-1	-2	-1
MSaaaaapa 1	-2	-1													4	3			5	-2	-9	2	-2	-1													4	3			5	-2	-9	2
MSaaaaapaa NA																																												
MSaaaaapap NA																																												
MSaaaaapp NA																																												
MSaaaap 1	-2	-1	-3	-1	-1	-2	0	-2	3	1	-2	2	-1	2	3	-1	0	4	0	0	2	-2	-2	-1	-3	-1	-1	-2	0	-2	3	1	-2	2	-1	2	3	-1	0	4	0	0	2	-2
MSaaaapa 1	1	1	3	-2	1	-1	-5	-2	2	-2	4	-4	1	4	3	-2	-3	3	1	0	1	-1	1	1	3	-2	1	-1	-5	-2	2	-2	4	-4	1	4	3	-2	-3	3	1	0	1	-1
MSaaaapaa NA																																												
MSaaaapap NA																																												
MSaaaapp 1	-3	6	2	5	-5	4	-4	5	3	1	1	-1	-3	9	-5	7	-6	-6	-2	-2	0	-3	-3	6	2	5	-5	4	-4	5	3	1	1	-1	-3	9	-5	7	-6	-6	-2	-2	0	-3
MSaaaappa NA																																												
MSaaaappp NA																																												
MSaaap 1	0	2	0	1	0	-2	-2	0	0	0	-1	2	-1	0	-2	-1	2	1	3	1	-1	-1	0	2	0	1	0	-2	-2	0	0	0	-1	2	-1	0	-2	-1	2	1	3	1	-1	-1
MSaaapa 1	0	0	-2	0	3	0	-1	-2	1	1	1	-2	0	-2	2	-1	1	2	-3	0	1	1	0	0	-2	0	3	0	-1	-2	1	1	1	-2	0	-2	2	-1	1	2	-3	0	1	1
MSaaapaa 1	0	1	3	-1	6	0	-1	-1	-3	-1	-1	1	-4	-4	1	-1	2	3	-7	5	3	0	0	1	3	-1	6	0	-1	-1	-3	-1	-1	1	-4	-4	1	-1	2	3	-7	5	3	0
MSaaapaaa NA																																												
MSaaapaap NA																																												
MSaaapap 1	5	2	0	3	7	-2	-3	-1	1	-3	-2	1	1	1	-6	2	-1	0	-2	0	-1	-4	5	2	0	3	7	-2	-3	-1	1	-3	-2	1	1	1	-6	2	-1	0	-2	0	-1	-4
MSaaapapa NA																																												
MSaaapapp NA																																												
MSaaapp 1	-3	-4	1	-6	2	3	-12	7	2	-2	-1	2	1	-5	1	9	10	-2	-6	1	4	-1	-3	-4	1	-6	2	3	-12	7	2	-2	-1	2	1	-5	1	9	10	-2	-6	1	4	-1
MSaaappa NA																																												
MSaaappp NA																																												
MSaap 1	0	-1	1	0	1	-1	1	-2	1	0	0	1	0	-1	1	1	-2	0	-1	-2	0	0	0	-1	1	0	1	-1	1	-2	1	0	0	1	0	-1	1	1	-2	0	-1	-2	0	0
MSaapa 1	-1	1	-2	-2	0	-2	0	0	1	2	1	0	-1	0	-1	0	2	0	0	0	1	1	-1	1	-2	-2	0	-2	0	0	1	2	1	0	-1	0	-1	0	2	0	0	0	1	1
MSaapaa 1	0	-2	1	-3	0	2	1	0	3	1	-2	0	-1	-1	-1	1	-1	2	0	0	-1	0	0	-2	1	-3	0	2	1	0	3	1	-2	0	-1	-1	-1	1	-1	2	0	0	-1	0
MSaapaaa 1	-2	-2	-2	-2	4	2	8	-1	-1	1	-2	2	1	-1	-2	0	0	0	-1	0	2	-4	-2	-2	-2	-2	4	2	8	-1	-1	1	-2	2	1	-1	-2	0	0	0	-1	0	2	-4
MSaapaaaa NA																																												
MSaapaaap NA																																												
MSaapaap 1	-1	-2	-2	1	5	3	5	1	0	-1	1	-2	0	4	-4	-1	0	0	0	-2	0	-5	-1	-2	-2	1	5	3	5	1	0	-1	1	-2	0	4	-4	-1	0	0	0	-2	0	-5
MSaapaapa 1															-4				3		1	0															-4				3		1	0
MSaapaapaa NA																																												
MSaapaapap NA																																												
MSaapaapp NA																																												
MSaapap 1	1	-3	-1	-4	-1	-1	3	0	1	1	-3	2	-1	2	4	1	-2	-2	-2	5	0	-1	1	-3	-1	-4	-1	-1	3	0	1	1	-3	2	-1	2	4	1	-2	-2	-2	5	0	-1
MSaapapa 1				7											-3	2	4		-5	-7	7	-6				7											-3	2	4		-5	-7	7	-6
MSaapapaa NA																																												
MSaapapap NA																																												
MSaapapp 1	1	1	0	-2	3	1	3	-2	4	-4	-3	2	-1	6	-2	2	-3	-1	1	-1	0	-3	1	1	0	-2	3	1	3	-2	4	-4	-3	2	-1	6	-2	2	-3	-1	1	-1	0	-3
MSaapappa NA																																												
MSaapappp NA																																												
MSaapp 1	-2	-1	-3	-3	-2	-1	-3	-1	1	2	1	2	-3	1	1	4	2	0	2	0	1	2	-2	-1	-3	-3	-2	-1	-3	-1	1	2	1	2	-3	1	1	4	2	0	2	0	1	2
MSaappa 1	-1	-1	2	2	4	7	-2	1	5	3	-3	6	-3	4	2	-6	0	-8	-2	0	-1	-9	-1	-1	2	2	4	7	-2	1	5	3	-3	6	-3	4	2	-6	0	-8	-2	0	-1	-9
MSaappaa NA																																												
MSaappap NA																																												
MSaappp 1	-3	-2	-2	-4	-3	15	-2	7	2	-4	2	-2	-1	5	0	1	-4	-2	-2	-3	9	-6	-3	-2	-2	-4	-3	15	-2	7	2	-4	2	-2	-1	5	0	1	-4	-2	-2	-3	9	-6
MSaapppa 1	0	-7		2											3				3	-4	-6	9	0	-7		2											3				3	-4	-6	9
MSaapppaa NA																																												
MSaapppap NA																																												
MSaapppp 1				-3											3				-3	5	-1	-2				-3											3				-3	5	-1	-2
MSaappppa NA																																												
MSaappppp NA																																												
MSap 1	3	0	0	0	1	-2	0	-1	-1	-2	2	-1	1	0	-1	1	2	1	-1	-4	2	1	3	0	0	0	1	-2	0	-1	-1	-2	2	-1	1	0	-1	1	2	1	-1	-4	2	1
MSapa 1	2	1	-1	1	4	0	0	0	-1	-2	0	0	0	-1	-1	1	-1	0	1	0	-1	-1	2	1	-1	1	4	0	0	0	-1	-2	0	0	0	-1	-1	1	-1	0	1	0	-1	-1
MSapaa 1	0	1	1	-2	0	-1	0	0	0	1	-1	-1	-1	0	3	-1	0	0	-1	-1	0	3	0	1	1	-2	0	-1	0	0	0	1	-1	-1	-1	0	3	-1	0	0	-1	-1	0	3
MSapaaa 1	0	2	-2	2	0	-1	-1	3	0	-1	-3	1	-1	-2	2	-1	1	-2	5	-3	0	1	0	2	-2	2	0	-1	-1	3	0	-1	-3	1	-1	-2	2	-1	1	-2	5	-3	0	1
MSapaaaa 1				-8															9		2	-3				-8															9		2	-3
MSapaaaad NA																																												
MSapaaaav NA																																												
MSapaaap NA																																												
MSapaap 1	4	3	-11	-4	-2	5	0	2	-1	-2	0	-1	-1	-5	2	4	1	-3	5	-1	4	1	4	3	-11	-4	-2	5	0	2	-1	-2	0	-1	-1	-5	2	4	1	-3	5	-1	4	1
MSapaapa NA																																												
MSapaapp NA																																												
MSapap 1	0	0	-1	-2	2	0	1	2	0	0	-1	-1	-1	-2	0	-2	3	0	1	-1	-2	2	0	0	-1	-2	2	0	1	2	0	0	-1	-1	-1	-2	0	-2	3	0	1	-1	-2	2
MSapapa 1	1	-3	1	-2	0	-3	0	-2	-1	0	-3	-2	-1	6	2	2	-4	7	0	-1	-3	5	1	-3	1	-2	0	-3	0	-2	-1	0	-3	-2	-1	6	2	2	-4	7	0	-1	-3	5
MSapapaa NA																																												
MSapapaaa NA																																												
MSapapaap NA																																												
MSapapap NA																																												
MSapapp 1	-2	0	3	-1	-2	3	1	-2	0	-3	0	-5	1	1	-1	2	0	4	0	-5	0	5	-2	0	3	-1	-2	3	1	-2	0	-3	0	-5	1	1	-1	2	0	4	0	-5	0	5
MSapappa NA																																												
MSapappp NA																																												
MSapp 1	1	0	0	2	3	1	4	-1	-2	-3	-1	-1	-1	0	0	-2	-2	1	0	-1	0	1	1	0	0	2	3	1	4	-1	-2	-3	-1	-1	-1	0	0	-2	-2	1	0	-1	0	1
MSappa 1	2	1	-1	-4	-1	-5	-5	0	0	1	0	1	1	-3	3	5	3	0	2	-3	3	0	2	1	-1	-4	-1	-5	-5	0	0	1	0	1	1	-3	3	5	3	0	2	-3	3	0
MSappaa 1	0	0	2	2	2	6	1	1	5	-1	-2	0	0	-2	1	-1	-1	-5	-6	2	-4	0	0	0	2	2	2	6	1	1	5	-1	-2	0	0	-2	1	-1	-1	-5	-6	2	-4	0
MSappaaa NA																																												
MSappaap NA																																												
MSappap 1	-3	-3	0	-2	-1	4	-3	-3	2	-4	-10	-1	7	-1	9	8	6	2	3	-6	-4	-1	-3	-3	0	-2	-1	4	-3	-3	2	-4	-10	-1	7	-1	9	8	6	2	3	-6	-4	-1
MSappapa NA																																												
MSappapp NA																																												
MSappp 1	1	2	3	0	1	4	2	-2	1	2	0	-1	1	-4	-1	-1	2	-1	-5	-5	1	-1	1	2	3	0	1	4	2	-2	1	2	0	-1	1	-4	-1	-1	2	-1	-5	-5	1	-1
MSapppa 1	-2	0	2	-3	-3	4	8	4	0	-3	-3	-2	-2	-5	0	-1	0	2	2	6	-3	2	-2	0	2	-3	-3	4	8	4	0	-3	-3	-2	-2	-5	0	-1	0	2	2	6	-3	2
MSapppaa NA																																												
MSapppap NA																																												
MSapppp 1	4	1	8	-2	3	5	2	4	-2	-3	-1	-2	-4	-1	-3	-1	-4	0	0	1	-5	-2	4	1	8	-2	3	5	2	4	-2	-3	-1	-2	-4	-1	-3	-1	-4	0	0	1	-5	-2
MSappppa NA																																												
MSappppp NA																																												
MSp 1	2	1	0	0	3	-1	2	0	0	0	0	-1	1	-1	-3	0	-2	1	-1	-1	1	0	2	1	0	0	3	-1	2	0	0	0	0	-1	1	-1	-3	0	-2	1	-1	-1	1	0
MSpa 1	2	-1	1	-1	2	-1	-2	0	-2	-1	2	0	0	0	0	2	2	1	0	-2	0	0	2	-1	1	-1	2	-1	-2	0	-2	-1	2	0	0	0	0	2	2	1	0	-2	0	0
MSpaa 1	1	-1	-2	-1	2	-1	2	-1	1	1	0	-1	1	-2	0	0	1	0	0	-2	0	1	1	-1	-2	-1	2	-1	2	-1	1	1	0	-1	1	-2	0	0	1	0	0	-2	0	1
MSpaaa 1	1	0	-1	-2	-2	-2	-1	2	1	0	0	0	0	0	-1	0	2	1	0	-1	1	1	1	0	-1	-2	-2	-2	-1	2	1	0	0	0	0	0	-1	0	2	1	0	-1	1	1
MSpaaaa 1	-2	1	-2	-1	2	0	1	0	1	1	-2	0	-1	0	3	-1	-1	1	0	2	-1	0	-2	1	-2	-1	2	0	1	0	1	1	-2	0	-1	0	3	-1	-1	1	0	2	-1	0
MSpaaaaa 1	-4	3		1	8	-3	4	3	0	3	-3	-3	-3	4	13	-3	-1	-4	0	-2	-5	-8	-4	3		1	8	-3	4	3	0	3	-3	-3	-3	4	13	-3	-1	-4	0	-2	-5	-8
MSpaaaaaa NA																																												
MSpaaaaap NA																																												
MSpaaaap 1	-1	-2	-1	-2	2	1	3	-2	1	-4	-2	7	-3	3	-3	0	-1	6	2	2	-1	-4	-1	-2	-1	-2	2	1	3	-2	1	-4	-2	7	-3	3	-3	0	-1	6	2	2	-1	-4
MSpaaaapa NA																																												
MSpaaaapp NA																																												
MSpaaap 1	-3	0	-2	-1	0	2	1	0	0	1	0	2	-1	0	1	1	-1	2	0	0	-1	0	-3	0	-2	-1	0	2	1	0	0	1	0	2	-1	0	1	1	-1	2	0	0	-1	0
MSpaaapa 1	4	4	-3	-3	-6	0	1	2	0	-4	-3	3	3	4	7	-1	-1	-7	2	0	0	-2	4	4	-3	-3	-6	0	1	2	0	-4	-3	3	3	4	7	-1	-1	-7	2	0	0	-2
MSpaaapaa NA																																												
MSpaaapap NA																																												
MSpaaapp 1	1	0	-1	-2	-3	1	1	-1	0	1	-2	4	1	3	0	3	-3	3	3	-1	-1	-4	1	0	-1	-2	-3	1	1	-1	0	1	-2	4	1	3	0	3	-3	3	3	-1	-1	-4
MSpaaappa NA																																												
MSpaaappp NA																																												
MSpaap 1	2	2	0	-3	-1	-1	-5	0	-1	0	1	0	-1	0	-1	2	4	1	0	2	-1	2	2	2	0	-3	-1	-1	-5	0	-1	0	1	0	-1	0	-1	2	4	1	0	2	-1	2
MSpaapa 1	-1	0	-1	-1	-1	0	2	-1	0	3	-3	0	-2	1	3	-1	-1	0	1	-1	3	-1	-1	0	-1	-1	-1	0	2	-1	0	3	-3	0	-2	1	3	-1	-1	0	1	-1	3	-1
MSpaapaa 1	0	3	-3	8	2	-4	-9	-1	-5	-6	-5	-1	0	12	-3	-1	3	13	-3	7	0	-7	0	3	-3	8	2	-4	-9	-1	-5	-6	-5	-1	0	12	-3	-1	3	13	-3	7	0	-7
MSpaapaaa NA																																												
MSpaapaap NA																																												
MSpaapap 1	4	-2	-1	0	2	-3	1	-2	-2	-1	-2	2	1	4	0	-2	2	4	1	0	1	-7	4	-2	-1	0	2	-3	1	-2	-2	-1	-2	2	1	4	0	-2	2	4	1	0	1	-7
MSpaapapa NA																																												
MSpaapapp NA																																												
MSpaapp NA																																												
MSpap 1	1	-1	-1	-2	1	-2	1	0	0	-1	0	1	-2	-1	1	1	-1	1	1	0	0	2	1	-1	-1	-2	1	-2	1	0	0	-1	0	1	-2	-1	1	1	-1	1	1	0	0	2
MSpapa 1	1	-1	0	0	0	-1	0	0	-1	1	0	-2	1	0	0	-1	3	0	-1	-1	2	0	1	-1	0	0	0	-1	0	0	-1	1	0	-2	1	0	0	-1	3	0	-1	-1	2	0
MSpapaa 1	-2	-1	-3	-2	-1	0	4	3	1	0	1	1	0	-1	-1	0	2	0	-2	0	0	0	-2	-1	-3	-2	-1	0	4	3	1	0	1	1	0	-1	-1	0	2	0	-2	0	0	0
MSpapaaa 1	-1	-1	0	-2	1	0	4	-3	2	4	-7	1	-1	2	3	0	0	2	-4	1	1	-3	-1	-1	0	-2	1	0	4	-3	2	4	-7	1	-1	2	3	0	0	2	-4	1	1	-3
MSpapaaaa NA																																												
MSpapaaap NA																																												
