"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","CCDefectCount.Parents.","CCDefectCount.Sisters.","CCDefectCount.Aunts.","PosDefectCount.Cells.","PosDefectCount.Parents.","PosDefectCount.Sisters.","PosDefectCount.Aunts.","AngDefectCount.Cells.","AngDefectCount.Parents.","AngDefectCount.Sisters.","AngDefectCount.Aunts.","cellObservedCounts.Cells.","cellObservedCounts.Parents.","cellObservedCounts.Sisters.","cellObservedCounts.Aunts.","divObservedCounts.Cells.","divObservedCounts.Parents.","divObservedCounts.Sisters.","divObservedCounts.Aunts.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells."
"ABplapaap",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,22,3,-158,8,-95,7651
"ABplapaapa","G2",227,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,22,3,-158,8,-67,7651
"ABplapaapp","P1/2L",227,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,22,3,-158,8,-95,7651
"ABplapap",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,-294,8,-72,3742
"ABplapapa",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,-294,8,1057,3742
"ABplapapaa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,-294,8,1630,3742
"ABplapapaaa","QL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-15,-23,-294,8,1630,3742
"ABplapapaap","V5L",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-15,-23,-294,8,1630,3742
"ABplapapap","P9/10L",219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,-294,8,1415,3742
"ABplapapp",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,-294,8,1158,3742
"ABplapappa","P11",216,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,-195,8,2902,3742
"ABplapappp",NA,216,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,-192,8,1284,3742
"ABplapapppa","death",305,0,1,1,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-15,-23,-192,8,1284,3742
"ABplapapppp",NA,305,1,1,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-15,-23,-192,8,1284,3742
"ABplapappppa",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,21,NA,21,0,0,0,0,-15,-23,-192,8,1284,3742
"ABplapappppaa","PLML",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,-15,-23,-192,8,1284,3742
"ABplapappppap","ALNL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,-15,-23,-192,8,1284,3742
"ABplapappppp","death",400,0,1,0,0,0,0,0,0,0,0,0,0,NA,21,NA,21,0,0,0,0,-15,-23,-192,8,1284,3742
"ABplapp",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-294,8,-103,599
"ABplappa",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-294,8,667,1355
"ABplappaa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-294,8,832,2764
"ABplappaaa","P3/4L",222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-294,8,832,3591
"ABplappaap","P5/6L",222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-294,8,832,2883
"ABplappap",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-294,8,667,2095
"ABplappapa","V3L",222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,9,-23,-294,8,667,2095
"ABplappapp","P7/8L",222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,99,-23,-266,8,667,2095
"ABplappp",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-294,8,568,1037
"ABplapppa",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-240,8,1290,1037
"ABplapppaa",NA,230,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-225,8,1290,1037
"ABplapppaaa","PVQL",326,0,0,0,0,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,-3,-23,-17,8,1290,1037
"ABplapppaap","death",326,0,0,0,0,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,-3,-23,-225,8,1290,1037
"ABplapppap",NA,230,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-136,8,1290,1037
"ABplapppapa","death",301,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-6,8,1290,1037
"ABplapppapp",NA,301,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-136,8,1290,1037
"ABplapppappa","HSNL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-3,-23,-136,8,1290,1037
"ABplapppappp","PHBL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-3,-23,-136,8,1290,1037
"ABplapppp",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-199,8,1108,1037
"ABplappppa","hyp7",230,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-144,8,1108,1037
"ABplappppp","TL",230,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-3,-23,-199,8,1108,1037
"ABplp",NA,56,1,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,-166,-294,8,-103,-38
"ABplpa",NA,75,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,-166,-294,8,-103,-38
"ABplpaa",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,-132,-294,8,-103,-38
"ABplpaaa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,444,1841,8,-102,-29
"ABplpaaaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1323,1841,1066,-102,-29
"ABplpaaaaa",NA,220,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1323,1841,2780,-85,-15
"ABplpaaaaaa","SAAVL",299,0,0,0,0,0,0,1,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1323,1841,2780,-85,-15
"ABplpaaaaap","AWCL",299,0,0,0,0,1,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1323,1841,2780,-85,-15
"ABplpaaaap",NA,220,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1323,1841,3348,-102,-29
"ABplpaaaapa","exc_duct",290,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1323,1841,3348,-102,-29
"ABplpaaaapp","DB1/3",290,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1323,1841,3348,-102,-29
"ABplpaaap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1298,1841,789,-59,-29
"ABplpaaapa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1298,1841,1265,-59,-29
"ABplpaaapaa","URAVL",317,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-34,1298,1841,1265,-59,-29
"ABplpaaapap","CEPshVL",317,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-34,1298,1841,1265,-59,-29
"ABplpaaapp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,1298,1841,1654,-59,-18
"ABplpaaappa",NA,290,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,1298,1841,1654,-59,-18
"ABplpaaappaa","OLQVL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-28,1298,1841,1654,-59,-18
"ABplpaaappap","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-28,1298,1841,1654,-59,-18
"ABplpaaappp","URYVL",290,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,1298,1841,1654,-59,-18
"ABplpaap",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,352,1339,8,-103,-38
"ABplpaapa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1000,1585,8,-103,-38
"ABplpaapaa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1000,1585,79,-103,-38
"ABplpaapaaa","RIVL",300,0,0,0,0,0,0,1,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1000,1585,79,-103,-38
"ABplpaapaap","AVBL",300,0,0,0,0,1,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-34,1000,1585,79,-103,-38
"ABplpaapap",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-23,1000,1585,8,-103,-17
"ABplpaapapa","AMsoL",299,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-23,1000,1585,90,-103,-17
"ABplpaapapp","CEMVL",299,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-23,1000,1585,40,-103,-17
"ABplpaapp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-27,936,1339,8,-103,-17
"ABplpaappa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-27,936,1339,8,-91,-17
"ABplpaappaa","ASHL",293,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-27,936,1339,8,-91,-17
"ABplpaappap","RIBL",293,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-27,936,1339,8,-91,-17
"ABplpaappp",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-27,936,1339,8,-66,-17
"ABplpaapppa","AIML",289,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-27,936,1339,8,-66,-17
"ABplpaapppp",NA,289,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-27,936,1339,8,-66,-17
"ABplpaappppa","CEPVL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-27,936,1339,8,-66,-17
"ABplpaappppp","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-27,936,1339,8,-66,-17
"ABplpap",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,-166,152,8,-103,-38
"ABplpapa",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,460,1587,8,-96,-38
"ABplpapaa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,1521,1587,8,-36,-31
"ABplpapaaa",NA,224,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-21,1521,1587,8,-28,-31
"ABplpapaaaa","SMDDL",304,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-21,1521,1587,8,-28,-31
"ABplpapaaap","AIYL",304,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-21,1521,1587,8,-28,-31
"ABplpapaap",NA,224,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,1521,1587,8,-17,-31
"ABplpapaapa","SIADL",305,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,1521,1587,8,-17,-31
"ABplpapaapp","SIBVL",305,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,1521,1587,8,-17,-31
"ABplpapap",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,1441,1587,8,-67,-38
"ABplpapapa",NA,221,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,4000,1587,8,-10,-38
"ABplpapapaa","exc_gl_L",291,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,4000,1587,8,-10,-38
"ABplpapapap","AVKL",291,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,4000,1587,8,-10,-38
"ABplpapapp",NA,221,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,3925,1587,8,-36,-38
"ABplpapappa","SIAVL",293,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,4684,1587,8,-36,-38
"ABplpapappp","DB5",293,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,4461,1587,8,-36,-38
"ABplpapp",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-36,529,1356,8,-103,-38
"ABplpappa",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,1471,2909,1356,8,-48,-1
"ABplpappaa",NA,213,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,3659,5010,1356,8,-18,-1
"ABplpappaaa","RMEV",268,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,3659,5010,1356,8,-18,-1
"ABplpappaap","exc_cell",268,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,3659,5010,1356,8,-18,-1
"ABplpappap","death",213,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2125,2909,1356,8,-22,-1
"ABplpappp",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,1359,3146,1356,8,-41,-38
"ABplpapppa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2641,6638,1356,8,-5,-25
"ABplpapppaa","K",299,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2641,6638,1356,8,-5,-25
"ABplpapppap","K'",299,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2641,6638,1356,8,-5,-25
"ABplpapppp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2779,7163,1356,8,-7,-38
"ABplpappppa","PVT",304,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2779,7163,1356,8,-7,-38
"ABplpappppp","rect_D",304,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2779,7163,1356,8,-7,-38
"ABplpp",NA,75,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-31,-158,-294,8,-103,-38
"ABplppa",NA,104,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,-52,-294,8,-103,1979
"ABplppaa",NA,136,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,944,2253,8,-66,1979
"ABplppaaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1982,2253,8,43,1979
"ABplppaaaa",NA,235,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1982,2253,8,100,1979
"ABplppaaaaa","SIBDL",297,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1982,2253,8,100,1979
"ABplppaaaap",NA,297,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1982,2253,8,100,1979
"ABplppaaaapa","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,10,1982,2253,8,100,1979
"ABplppaaaapp","RICL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,10,1982,2253,8,100,1979
"ABplppaaap","death",235,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1982,2253,11,68,1979
"ABplppaap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,2330,2253,8,-1,1979
"ABplppaapa",NA,231,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,3952,2253,8,44,1979
"ABplppaapaa","death",317,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,10,3952,2253,8,44,1979
"ABplppaapap","RIML",317,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,10,3952,2253,17,44,1979
"ABplppaapp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,4253,2253,8,-1,1979
"ABplppaappa","AIAL",310,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,5645,2253,213,-1,1979
"ABplppaappp","DB6",310,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,5652,2253,298,-1,1979
"ABplppap",NA,136,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,885,1656,8,-103,1979
"ABplppapa",NA,176,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1820,1656,8,-78,1979
"ABplppapaa",NA,227,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1820,1656,8,18,1979
"ABplppapaaa",NA,296,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1820,1656,8,18,1979
"ABplppapaaaa","SABVL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,10,1820,1656,8,18,1979
"ABplppapaaap","RIFL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,10,1820,1656,8,18,1979
"ABplppapaap","SABD",296,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1820,1656,8,18,1979
"ABplppapap",NA,227,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1820,1656,8,-75,1979
"ABplppapapa","DA2",315,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,10,1820,1656,8,-75,1979
"ABplppapapp","DA4",315,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,10,1820,1656,8,-75,1979
"ABplppapp",NA,176,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1894,1656,8,22,2038
"ABplppappa",NA,231,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1894,1656,8,22,6694
"ABplppappaa","RIGL",309,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1894,1656,8,22,6694
"ABplppappap","DD1",309,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1894,1656,8,22,6694
"ABplppappp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,10,1894,1656,8,22,8184
"ABplppapppa","DD3",320,0,0,0,0,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,10,1894,1656,62,22,8184
"ABplppapppp","DD5",320,0,0,0,0,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,10,1894,1656,8,22,8184
"ABplppp",NA,104,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-31,-158,520,8,-103,1872
"ABplpppa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,57,871,2982,8,541,1872
"ABplpppaa",NA,173,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,234,3166,2982,8,1701,1872
"ABplpppaaa",NA,223,0,1,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,234,4050,2982,8,1701,1872
"ABplpppaaaa","DA9",304,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,234,4050,2982,8,1701,1872
"ABplpppaaap","DA6",304,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,234,4050,2982,8,1701,1872
"ABplpppaap",NA,223,1,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,234,3775,2982,8,1701,1872
"ABplpppaapa",NA,300,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,234,3775,2982,8,1701,1872
"ABplpppaapaa","PVCL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,234,3775,2982,8,1701,1872
"ABplpppaapap","LUAL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,234,3775,2982,8,1701,1872
"ABplpppaapp","PHAL",300,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,234,3775,2982,24,1701,1872
"ABplpppap",NA,173,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,262,3278,2982,8,1289,1872
"ABplpppapa",NA,223,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,262,4261,2982,8,1289,1872
"ABplpppapaa","PHshL",278,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,262,4261,2982,8,1289,1872
"ABplpppapap","hyp8/9",278,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,262,4261,2982,8,1289,1872
"ABplpppapp","death",223,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,262,3278,2982,8,1289,1872
"ABplpppp",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,118,794,2084,8,426,1872
"ABplppppa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,1700,2706,2084,8,980,1872
"ABplppppaa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2389,3732,2084,8,980,1872
"ABplppppaaa","PVPL",293,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2389,3732,2084,8,980,1872
"ABplppppaap","rect_VL",293,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2389,3732,2084,8,980,1872
"ABplppppap",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2556,4093,2084,8,1058,1872
"ABplppppapa","U",292,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2556,4093,2084,8,1058,1872
"ABplppppapp","F",292,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2556,4093,2084,8,1058,1872
"ABplppppp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,1766,2896,2084,8,490,1872
"ABplpppppa",NA,222,2,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2091,2896,2084,8,490,1872
"ABplpppppaa","mu_int_L",313,0,2,0,0,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,2091,2896,2084,8,490,1872
"ABplpppppap","mu_anal",313,0,2,0,0,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,2091,2896,2084,8,490,1872
"ABplpppppp",NA,222,0,0,2,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2316,2896,2084,8,554,1872
"ABplppppppa","spike",293,0,0,0,2,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2316,2896,2084,8,554,1872
"ABplppppppp","hyp10",293,0,0,0,2,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2316,2896,2084,8,554,1872
"ABpr",NA,43,0,0,0,0,0,0,0,0,0,0,0,0,22,21,22,21,0,0,0,0,-74,-133,-294,8,-83,-38
"ABpra",NA,56,1,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-74,-106,-294,8,-64,-36
"ABpraa",NA,75,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-74,-76,-294,8,-57,-36
"ABpraaa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-74,-74,-294,8,-57,-36
"ABpraaaa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-56,-19,-294,8,-45,-28
"ABpraaaaa",NA,177,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-55,-19,13,8,-29,-28
"ABpraaaaaa",NA,232,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-55,5,110,8,-26,-28
"ABpraaaaaaa","AVER",316,0,1,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-55,5,110,30,-26,-28
"ABpraaaaaap","OLQshVR",316,0,1,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-55,5,110,8,-26,-28
"ABpraaaaap",NA,232,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-19,59,8,-29,-11
"ABpraaaaapd","OLLshR",327,0,0,0,1,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,-40,-19,540,8,-29,-11
"ABpraaaaapv","death",327,0,0,0,1,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,-40,-19,59,8,-29,-11
"ABpraaaap",NA,177,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-56,-19,-294,8,-44,-28
"ABpraaaapa",NA,224,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-56,-19,-237,145,-44,15
"ABpraaaapad","RMDR",303,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-56,-19,-15,2352,-44,15
"ABpraaaapav","AFDR",303,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-56,-19,-237,2217,-44,15
"ABpraaaapp",NA,224,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-23,-19,-118,8,-44,-28
"ABpraaaappa","death",293,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-23,-19,177,137,-44,-28
"ABpraaaappp",NA,293,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-23,-19,-118,8,-44,-28
"ABpraaaapppa","ASKR",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-23,-19,-118,8,-44,-28
